Title,Rating,Reviews
Worth every penny,"Best smart phone, Design lookes rich. Very lightweight and best for all thingsREAD MORE",5
Does the job,Battery and camera not soo.....good but okREAD MORE,3
Nice,SuperREAD MORE,3
Worth every penny,Very best value for moneyREAD MORE,5
Just okay,Battery drains fastREAD MORE,3
Just wow!,GoodREAD MORE,5
Delightful,Amazing mobile ....all things are awesome...only front camera require update to make it best one..READ MORE,4
Mind-blowing purchase,best edge mobileREAD MORE,5
Fabulous!,Best phoneREAD MORE,5
Must buy!,Good performanceREAD MORE,4
Wonderful,Very good productREAD MORE,5
Horrible,Speaker problem..READ MORE,1
Value-for-money,GoodREAD MORE,4
Worth every penny,Excellent smartphone in budgetREAD MORE,5
Simply awesome,Best feeling productREAD MORE,5
Very Good,Looking so premium and Product it's so cool auto refresh rate using full day 12 hour Using This Cool product thank You MotorolaREAD MORE,4
Not recommended at all,Camera lens glass very badREAD MORE,1
Brilliant,Good productREAD MORE,5
Wonderful,Very goodREAD MORE,5
Wonderful,Best product moto battari is not better Compair other mobileBut all is wellREAD MORE,4
Wonderful,Unexpected at this price i really impressed by the designREAD MORE,4
Classy product,As I am a causal user and camera is not priority so product is great for me and will be so for others causal usersREAD MORE,5
Waste of money!,No product modelsREAD MORE,1
Useless product,Mobile problemREAD MORE,1
Mind-blowing purchase,Best camera in priceREAD MORE,5
Terrific purchase,Product good look wise and performance also good 👍READ MORE,5
Classy product,Update camera 📸READ MORE,5
Perfect product!,Naic mobileREAD MORE,5
Delightful,"Pros - High Class Premium Feel. Especially with the in box cover, Good Back Camera, Stock UI with no bloatware. Cons - Front Camera is okay, Battery backup average, Processor is Good and 90% smooth UI but in some places it can lag easily.READ MORE",4
Good,It has a very cool design only. Other features are not in the list🤣READ MORE,3
Expected a better product,Front camera is very bad....very upset 😔READ MORE,2
Could be way better,Selfie and back camara not good and images are not clear . Images are like oil printing.READ MORE,2
Worth the money,Good phoneVery nice performanceREAD MORE,4
Perfect product!,Best phone forever 😚😚READ MORE,5
Highly recommended,WorthyREAD MORE,5
Classy product,NiceREAD MORE,5
Brilliant,Best phone at this priceREAD MORE,5
Worth every penny,Super camera clearityREAD MORE,5
Value-for-money,"If you're purchasing for camera don't buy this phone.Battery life, charging speed, display and performance too good.READ MORE",4
Fair,Camera is not betterREAD MORE,3
Super!,all goodREAD MORE,5
Delightful,Front camera needs improvement specially in night rest it's good Phone to buyREAD MORE,4
Fabulous!,Very nice phoneREAD MORE,5
Unsatisfactory,Battery drain very fast and heating issueREAD MORE,1
Classy product,Very goodREAD MORE,5
Fabulous!,AmezingREAD MORE,5
Very Good,Super daREAD MORE,4
Super!,Value for money product.READ MORE,5
Must buy!,Excellent PerformanceBest looking no comparison any other brandREAD MORE,5
Value-for-money,Awesome oneREAD MORE,4
Fair,Mobile heatingREAD MORE,3
Perfect product!,Best phone this rangeREAD MORE,5
Mind-blowing purchase,Super productREAD MORE,5
Just okay,Nice phoneREAD MORE,3
Terrific,GoodREAD MORE,5
Simply awesome,Good product velue for money 💰 camera 📸 quality great 😃👍READ MORE,5
Fabulous!,display very nice and camera good mobile dissin very nice mobile very very slim model it's very very niceREAD MORE,5
Did not meet expectations,Phone heating too while normal usage alsoREAD MORE,1
Mind-blowing purchase,Mild heating issues faced...... Otherwise handset is awesome... Look wise and design all things perfect.. light slim feel comfortable premium type feelings in hand.. overall ... NiceThanks Flipkart and hello motoREAD MORE,5
Excellent,Very practical phone.READ MORE,5
Wonderful,Nice overall phoneREAD MORE,5
Wonderful,Front camera is good but the selfie camera is not as expected when you think it is a 32 megapixel camera. Even a 12 megapixel camera can do better. Battery is ok . Display is also good. Design and colour is awesome. Moto features are also too good.READ MORE,4
Terrific,Value for mone...This is the Budget flagship phone...READ MORE,5
Mind-blowing purchase,Very very very nice phone .....Display camera voice 👌 all are super duper so nice phone 👌👌READ MORE,5
Terrific,Very good product to buyREAD MORE,5
Good choice,Nice phoneREAD MORE,4
Good choice,"Overall a good phone. Camera is not that great especially in bad lighting conditions. Selfie is better than the rear camera. Otherwise, everything else is good. Battery lasts a day if you are not a heavy user.READ MORE",4
Value-for-money,Fabulous..READ MORE,4
Terrific,Camera is goodREAD MORE,5
Brilliant,Supar mobaile 👌👌👌👌READ MORE,5
Brilliant,Excellent product..go for it 💯READ MORE,5
Best in the market!,Superb productREAD MORE,5
Pretty good,V good productREAD MORE,4
Brilliant,Camera is goodREAD MORE,5
Nice,Phone is good but battery is very worst.Its draining on 60hz Refresh rate.READ MORE,3
Best in the market!,GoodREAD MORE,5
Nice product,Over all goodREAD MORE,4
Awesome,AwesomeREAD MORE,5
Classy product,awesomeREAD MORE,5
Brilliant,Best in budget. Jst buy it. You won't regret. Thank me later.READ MORE,5
Simply awesome,Over all at this price range is good phoneREAD MORE,5
Awesome,GoodREAD MORE,5
Must buy!,This is amazing productREAD MORE,5
Worth every penny,Nice productREAD MORE,5
Decent product,All are ok but battery backup not good.READ MORE,3
Wonderful,Awesome 👍READ MORE,5
Terrific,This is a very good product. Good performance and very good screenREAD MORE,5
Highly recommended,GoodREAD MORE,5
Good choice,All aspects of the mobile are good except Battery. charging is completing very soonREAD MORE,4
Just wow!,Great PhoneREAD MORE,5
Good quality product,GoodREAD MORE,4
Good quality product,Mobile heats during use.READ MORE,4
Delightful,This phone best performance then camera are best qualityREAD MORE,4
Nice product,Good mobileREAD MORE,4
Wonderful,Super modelREAD MORE,5
Perfect product!,Very smooth touchREAD MORE,5
Excellent,Awesome niceREAD MORE,5
Could be way better,After one month camera portrait mode and wide angle not working also required more time to save the click images. Very bad camera performanceREAD MORE,2
Brilliant,Awesome phone all points of viewsREAD MORE,5
Very Good,In this budget one of the best phone.READ MORE,4
Really Nice,Very goodREAD MORE,4
Perfect product!,Nice product..thanks flipcard 👍READ MORE,5
Mind-blowing purchase,Very niceREAD MORE,5
Terrific,Very good productREAD MORE,5
Mind-blowing purchase,Super productREAD MORE,5
Just okay,Nice phoneREAD MORE,3
Terrific,GoodREAD MORE,5
Simply awesome,Good product velue for money 💰 camera 📸 quality great 😃👍READ MORE,5
Fabulous!,display very nice and camera good mobile dissin very nice mobile very very slim model it's very very niceREAD MORE,5
Did not meet expectations,Phone heating too while normal usage alsoREAD MORE,1
Mind-blowing purchase,Mild heating issues faced...... Otherwise handset is awesome... Look wise and design all things perfect.. light slim feel comfortable premium type feelings in hand.. overall ... NiceThanks Flipkart and hello motoREAD MORE,5
Excellent,Very practical phone.READ MORE,5
Wonderful,Nice overall phoneREAD MORE,5
Wonderful,Front camera is good but the selfie camera is not as expected when you think it is a 32 megapixel camera. Even a 12 megapixel camera can do better. Battery is ok . Display is also good. Design and colour is awesome. Moto features are also too good.READ MORE,4
Terrific,Value for mone...This is the Budget flagship phone...READ MORE,5
Mind-blowing purchase,Very very very nice phone .....Display camera voice 👌 all are super duper so nice phone 👌👌READ MORE,5
Terrific,Very good product to buyREAD MORE,5
Good choice,Nice phoneREAD MORE,4
Good choice,"Overall a good phone. Camera is not that great especially in bad lighting conditions. Selfie is better than the rear camera. Otherwise, everything else is good. Battery lasts a day if you are not a heavy user.READ MORE",4
Value-for-money,Fabulous..READ MORE,4
Terrific,Camera is goodREAD MORE,5
Brilliant,Supar mobaile 👌👌👌👌READ MORE,5
Simply awesome,Nice PhoneREAD MORE,5
Delightful,I loved thisOverall goodREAD MORE,4
Worth every penny,The phone is ossumREAD MORE,5
Must buy!,Moto is back one the best mobile in 2023 👍👍👍READ MORE,5
Value-for-money,"Excellent buy at 23k.Plus Points:--- IP 68 rating under 25k price range.-- Superb rear camera with great portrait mode.-- Decent battery life when used on 120hz refresh rate.-- Vegan Leather finish does stands out a difference.-- Curved display with lightweight, Great for multimedia consumption.-- Competent Gaming output.-- 4k video option in both rear and selfie cameras.-- Legit User Interface.-- Astounding SpeakersMinus Points:--- Lacks in Low Light Selfies.-- 144hz refresh ra...READ MORE",4
Terrific purchase,Love itREAD MORE,5
Super!,Nice mobileREAD MORE,5
Hated it!,Mic phone not workingREAD MORE,1
Not recommended at all,"I had a very bad experience with Motorola. After just three days of receiving this phone, the volume button fell off and broke. I am very disappointed with this product. Please think carefully before purchasing this phone.READ MORE",1
Simply awesome,Awesome...READ MORE,5
Terrific purchase,GoodREAD MORE,5
Wonderful,WowREAD MORE,4
Delightful,This phone best performance then camera are best qualityREAD MORE,4
Nice product,Good mobileREAD MORE,4
Wonderful,Super modelREAD MORE,5
Perfect product!,Very smooth touchREAD MORE,5
Excellent,Awesome niceREAD MORE,5
Could be way better,After one month camera portrait mode and wide angle not working also required more time to save the click images. Very bad camera performanceREAD MORE,2
Brilliant,Awesome phone all points of viewsREAD MORE,5
Very Good,In this budget one of the best phone.READ MORE,4
Really Nice,Very goodREAD MORE,4
Perfect product!,Nice product..thanks flipcard 👍READ MORE,5
Wonderful,This was goodREAD MORE,4
Awesome,NicREAD MORE,5
Simply awesome,"Writing this review after using it more than 3 weeks. Performance is awesome, camera is good, slightly enhance the pic, so if you usually edit your pic before posting it'll ease your job. Battery is average, since it provides a lot of characteristics, it is acceptable but drainage is slightly high.READ MORE",5
Perfect product!,Product is very good and this product is value for money 💰and pictures quality so very goodREAD MORE,4
Worth every penny,Very good mobileREAD MORE,5
Good choice,Best phone overall balance phoneREAD MORE,4
Terrific,I love very much 😍😍READ MORE,5
Good,Overall this phone was perfect but the only problem is during the charging time phone will be quite heat.READ MORE,3
